CD_GEOCMU;NM_MUNICIP;BIOMA
4306700;DONA FRANCISCA;Mata Atlântica
2505709;DONA INÊS;Caatinga
3123007;DORES DE CAMPOS;Mata Atlântica
3123106;DORES DE GUANHÃES;Mata Atlântica
3123205;DORES DO INDAIÁ;Cerrado
3202009;DORES DO RIO PRETO;Mata Atlântica
3123304;DORES DO TURVO;Mata Atlântica
3123403;DORESÓPOLIS;Cerrado
2605152;DORMENTES;Caatinga
4107256;DOURADINA;Mata Atlântica
5003504;DOURADINA;Mata Atlântica
3514304;DOURADO;Cerrado
3514304;DOURADO;Mata Atlântica
3123502;DOURADOQUARA;Cerrado
5003702;DOURADOS;Cerrado
5003702;DOURADOS;Mata Atlântica
4107306;DOUTOR CAMARGO;Mata Atlântica
4306734;DOUTOR MAURÍCIO CARDOSO;Mata Atlântica
4205159;DOUTOR PEDRINHO;Mata Atlântica
4306759;DOUTOR RICARDO;Mata Atlântica
2403202;DOUTOR SEVERIANO;Caatinga
4128633;DOUTOR ULYSSES;Mata Atlântica
5207253;DOVERLÂNDIA;Cerrado
3514403;DRACENA;Mata Atlântica
3514502;DUARTINA;Cerrado
3514502;DUARTINA;Mata Atlântica
3301603;DUAS BARRAS;Mata Atlântica
2505808;DUAS ESTRADAS;Caatinga
1707306;DUERÉ;Cerrado
3514601;DUMONT;Mata Atlântica
2103901;DUQUE BACELAR;Cerrado
3301702;DUQUE DE CAXIAS;Mata Atlântica
3123528;DURANDÉ;Mata Atlântica
3514700;ECHAPORÃ;Cerrado
3514700;ECHAPORÃ;Mata Atlântica
3202108;ECOPORANGA;Mata Atlântica
5207352;EDEALINA;Cerrado
5207402;EDÉIA;Cerrado
1301407;EIRUNEPÉ;Amazônia
5003751;ELDORADO;Mata Atlântica
3514809;ELDORADO;Mata Atlântica
1502954;ELDORADO DO CARAJÁS;Amazônia
4306767;ELDORADO DO SUL;Pampa
2203503;ELESBÃO VELOSO;Cerrado
3514908;ELIAS FAUSTO;Mata Atlântica
2203602;ELISEU MARTINS;Caatinga
2203602;ELISEU MARTINS;Cerrado
3514924;ELISIÁRIO;Mata Atlântica
2910305;ELÍSIO MEDRADO;Mata Atlântica
3123601;ELÓI MENDES;Mata Atlântica
2505907;EMAS;Caatinga
3514957;EMBAÚBA;Mata Atlântica
3515103;EMBU-GUAÇU;Mata Atlântica
3515004;EMBU DAS ARTES;Mata Atlântica
3515129;EMILIANÓPOLIS;Mata Atlântica
4306809;ENCANTADO;Mata Atlântica
2403301;ENCANTO;Caatinga
2910404;ENCRUZILHADA;Mata Atlântica
4306908;ENCRUZILHADA DO SUL;Pampa
4107405;ENÉAS MARQUES;Mata Atlântica
4107504;ENGENHEIRO BELTRÃO;Mata Atlântica
3123700;ENGENHEIRO CALDAS;Mata Atlântica
3515152;ENGENHEIRO COELHO;Cerrado
3515152;ENGENHEIRO COELHO;Mata Atlântica
3123809;ENGENHEIRO NAVARRO;Cerrado
3301801;ENGENHEIRO PAULO DE FRONTIN;Mata Atlântica
4306924;ENGENHO VELHO;Mata Atlântica
4306924;ENGENHO VELHO;Pampa
4306932;ENTRE-IJUÍS;Mata Atlântica
4306932;ENTRE-IJUÍS;Pampa
3123858;ENTRE FOLHAS;Mata Atlântica
2910503;ENTRE RIOS;Mata Atlântica
4205175;ENTRE RIOS;Mata Atlântica
3123908;ENTRE RIOS DE MINAS;Mata Atlântica
4107538;ENTRE RIOS DO OESTE;Mata Atlântica
4306957;ENTRE RIOS DO SUL;Mata Atlântica
4306957;ENTRE RIOS DO SUL;Pampa
1301506;ENVIRA;Amazônia
1200252;EPITACIOLÂNDIA;Amazônia
2403400;EQUADOR;Caatinga
4306973;EREBANGO;Mata Atlântica
4306973;EREBANGO;Pampa
4307005;ERECHIM;Mata Atlântica
4307005;ERECHIM;Pampa
2304277;ERERÊ;Caatinga
2900504;ÉRICO CARDOSO;Caatinga
4205191;ERMO;Mata Atlântica
4307054;ERNESTINA;Mata Atlântica
4307054;ERNESTINA;Pampa
4307203;ERVAL GRANDE;Mata Atlântica
4307302;ERVAL SECO;Mata Atlântica
4307302;ERVAL SECO;Pampa
4205209;ERVAL VELHO;Mata Atlântica
3124005;ERVÁLIA;Mata Atlântica
2605202;ESCADA;Mata Atlântica
4307401;ESMERALDA;Mata Atlântica
3124104;ESMERALDAS;Cerrado
3124104;ESMERALDAS;Mata Atlântica
3124203;ESPERA FELIZ;Mata Atlântica
2506004;ESPERANÇA;Caatinga
4307450;ESPERANÇA DO SUL;Mata Atlântica
4107520;ESPERANÇA NOVA;Mata Atlântica
2203701;ESPERANTINA;Cerrado
1707405;ESPERANTINA;Amazônia
2104008;ESPERANTINÓPOLIS;Cerrado
4107546;ESPIGÃO ALTO DO IGUAÇU;Mata Atlântica
1100098;ESPIGÃO D'OESTE;Amazônia
3124302;ESPINOSA;Caatinga
3124302;ESPINOSA;Cerrado
2403509;ESPÍRITO SANTO;Caatinga
2403509;ESPÍRITO SANTO;Mata Atlântica
3124401;ESPÍRITO SANTO DO DOURADO;Mata Atlântica
3515186;ESPÍRITO SANTO DO PINHAL;Mata Atlântica
3515194;ESPÍRITO SANTO DO TURVO;Cerrado
2910602;ESPLANADA;Mata Atlântica
4307500;ESPUMOSO;Mata Atlântica
4307559;ESTAÇÃO;Mata Atlântica
4307559;ESTAÇÃO;Pampa
2802106;ESTÂNCIA;Mata Atlântica
4307609;ESTÂNCIA VELHA;Mata Atlântica
4307708;ESTEIO;Pampa
3124500;ESTIVA;Mata Atlântica
3557303;ESTIVA GERBI;Cerrado
3557303;ESTIVA GERBI;Mata Atlântica
2104057;ESTREITO;Cerrado
4307807;ESTRELA;Mata Atlântica
3515202;ESTRELA D'OESTE;Mata Atlântica
3124609;ESTRELA DALVA;Mata Atlântica
2702553;ESTRELA DE ALAGOAS;Caatinga
2702553;ESTRELA DE ALAGOAS;Mata Atlântica
3124708;ESTRELA DO INDAIÁ;Cerrado
3515301;ESTRELA DO NORTE;Cerrado
3515301;ESTRELA DO NORTE;Mata Atlântica
5207501;ESTRELA DO NORTE;Cerrado
3124807;ESTRELA DO SUL;Cerrado
4307815;ESTRELA VELHA;Mata Atlântica
4307815;ESTRELA VELHA;Pampa
2910701;EUCLIDES DA CUNHA;Caatinga
3515350;EUCLIDES DA CUNHA PAULISTA;Mata Atlântica
4307831;EUGÊNIO DE CASTRO;Mata Atlântica
4307831;EUGÊNIO DE CASTRO;Pampa
3124906;EUGENÓPOLIS;Mata Atlântica
2910727;EUNÁPOLIS;Mata Atlântica
2304285;EUSÉBIO;Caatinga
3125002;EWBANK DA CÂMARA;Mata Atlântica
3125101;EXTREMA;Mata Atlântica
2403608;EXTREMOZ;Caatinga
2403608;EXTREMOZ;Mata Atlântica
2605301;EXU;Caatinga
2506103;FAGUNDES;Caatinga
4307864;FAGUNDES VARELA;Mata Atlântica
5207535;FAINA;Cerrado
3125200;FAMA;Mata Atlântica
3125309;FARIA LEMOS;Mata Atlântica
2304301;FARIAS BRITO;Caatinga
1503002;FARO;Amazônia
4107553;FAROL;Mata Atlântica
4307906;FARROUPILHA;Mata Atlântica
3515400;FARTURA;Mata Atlântica
2203750;FARTURA DO PIAUÍ;Caatinga
1707553;FÁTIMA;Cerrado
2910750;FÁTIMA;Caatinga
5003801;FÁTIMA DO SUL;Mata Atlântica
4107603;FAXINAL;Mata Atlântica
4308003;FAXINAL DO SOTURNO;Mata Atlântica
4205308;FAXINAL DOS GUEDES;Mata Atlântica
4308052;FAXINALZINHO;Mata Atlântica
5207600;FAZENDA NOVA;Cerrado
4107652;FAZENDA RIO GRANDE;Mata Atlântica
4308078;FAZENDA VILANOVA;Mata Atlântica
1200302;FEIJÓ;Amazônia
2910776;FEIRA DA MATA;Caatinga
2910776;FEIRA DA MATA;Cerrado
2910800;FEIRA DE SANTANA;Caatinga
2910800;FEIRA DE SANTANA;Mata Atlântica
2702603;FEIRA GRANDE;Caatinga
2702603;FEIRA GRANDE;Mata Atlântica
2605400;FEIRA NOVA;Caatinga
2605400;FEIRA NOVA;Mata Atlântica
2802205;FEIRA NOVA;Caatinga
2802205;FEIRA NOVA;Mata Atlântica
2104073;FEIRA NOVA DO MARANHÃO;Cerrado
3125408;FELÍCIO DOS SANTOS;Cerrado
3125408;FELÍCIO DOS SANTOS;Mata Atlântica
2403707;FELIPE GUERRA;Caatinga
3125606;FELISBURGO;Mata Atlântica
3125705;FELIXLÂNDIA;Cerrado
4308102;FELIZ;Mata Atlântica
2702702;FELIZ DESERTO;Mata Atlântica
5103700;FELIZ NATAL;Amazônia
4107702;FÊNIX;Mata Atlântica
4107736;FERNANDES PINHEIRO;Mata Atlântica
3125804;FERNANDES TOURINHO;Mata Atlântica
2605459;FERNANDO DE NORONHA;Mata Atlântica
2605459;FERNANDO DE NORONHA;Mata Atlântica
2605459;FERNANDO DE NORONHA;Mata Atlântica
2605459;FERNANDO DE NORONHA;Mata Atlântica
2605459;FERNANDO DE NORONHA;Mata Atlântica
2605459;FERNANDO DE NORONHA;Mata Atlântica
2605459;FERNANDO DE NORONHA;Mata Atlântica
2605459;FERNANDO DE NORONHA;Mata Atlântica
2605459;FERNANDO DE NORONHA;Mata Atlântica
2605459;FERNANDO DE NORONHA;Mata Atlântica
2104081;FERNANDO FALCÃO;Cerrado
2403756;FERNANDO PEDROZA;Caatinga
3515608;FERNANDO PRESTES;Mata Atlântica
3515509;FERNANDÓPOLIS;Mata Atlântica
3515657;FERNÃO;Cerrado
3515657;FERNÃO;Mata Atlântica
3515707;FERRAZ DE VASCONCELOS;Mata Atlântica
1600238;FERREIRA GOMES;Amazônia
2605509;FERREIROS;Mata Atlântica
3125903;FERROS;Mata Atlântica
3125952;FERVEDOURO;Mata Atlântica
4107751;FIGUEIRA;Mata Atlântica
5003900;FIGUEIRÃO;Cerrado
1707652;FIGUEIRÓPOLIS;Cerrado
5103809;FIGUEIRÓPOLIS D'OESTE;Amazônia
1707702;FILADÉLFIA;Cerrado
2910859;FILADÉLFIA;Caatinga
2910909;FIRMINO ALVES;Mata Atlântica
5207808;FIRMINÓPOLIS;Cerrado
2702801;FLEXEIRAS;Mata Atlântica
4107850;FLOR DA SERRA DO SUL;Mata Atlântica
4205357;FLOR DO SERTÃO;Mata Atlântica
3515806;FLORA RICA;Mata Atlântica
4107801;FLORAÍ;Mata Atlântica
2403806;FLORÂNIA;Caatinga
3515905;FLOREAL;Mata Atlântica
2605608;FLORES;Caatinga
4308201;FLORES DA CUNHA;Mata Atlântica
5207907;FLORES DE GOIÁS;Cerrado
2203800;FLORES DO PIAUÍ;Caatinga
2203800;FLORES DO PIAUÍ;Cerrado
4107900;FLORESTA;Mata Atlântica
2605707;FLORESTA;Caatinga
2911006;FLORESTA AZUL;Mata Atlântica
1503044;FLORESTA DO ARAGUAIA;Amazônia
1503044;FLORESTA DO ARAGUAIA;Cerrado
2203859;FLORESTA DO PIAUÍ;Caatinga
3126000;FLORESTAL;Cerrado
3126000;FLORESTAL;Mata Atlântica
4108007;FLORESTÓPOLIS;Mata Atlântica
2203909;FLORIANO;Caatinga
2203909;FLORIANO;Cerrado
4308250;FLORIANO PEIXOTO;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4205407;FLORIANÓPOLIS;Mata Atlântica
4108106;FLÓRIDA;Mata Atlântica
3516002;FLÓRIDA PAULISTA;Mata Atlântica
3516101;FLORÍNEA;Mata Atlântica
1301605;FONTE BOA;Amazônia
4308300;FONTOURA XAVIER;Mata Atlântica
3126109;FORMIGA;Cerrado
3126109;FORMIGA;Mata Atlântica
4308409;FORMIGUEIRO;Pampa
5208004;FORMOSA;Cerrado
2104099;FORMOSA DA SERRA NEGRA;Cerrado
4108205;FORMOSA DO OESTE;Mata Atlântica
2911105;FORMOSA DO RIO PRETO;Cerrado
4205431;FORMOSA DO SUL;Mata Atlântica
5208103;FORMOSO;Cerrado
3126208;FORMOSO;Cerrado
1708205;FORMOSO DO ARAGUAIA;Cerrado
4308433;FORQUETINHA;Mata Atlântica
2304350;FORQUILHA;Caatinga
4205456;FORQUILHINHA;Mata Atlântica
2304400;FORTALEZA;Caatinga
3126307;FORTALEZA DE MINAS;Mata Atlântica
1708254;FORTALEZA DO TABOCÃO;Amazônia
1708254;FORTALEZA DO TABOCÃO;Cerrado
2104107;FORTALEZA DOS NOGUEIRAS;Cerrado
4308458;FORTALEZA DOS VALOS;Mata Atlântica
4308458;FORTALEZA DOS VALOS;Pampa
2304459;FORTIM;Caatinga
2104206;FORTUNA;Cerrado
3126406;FORTUNA DE MINAS;Cerrado
4108304;FOZ DO IGUAÇU;Mata Atlântica
4108452;FOZ DO JORDÃO;Mata Atlântica
4205506;FRAIBURGO;Mata Atlântica
3516200;FRANCA;Cerrado
3516200;FRANCA;Mata Atlântica
2204006;FRANCINÓPOLIS;Cerrado
4108320;FRANCISCO ALVES;Mata Atlântica
2204105;FRANCISCO AYRES;Caatinga
2204105;FRANCISCO AYRES;Cerrado
3126505;FRANCISCO BADARÓ;Cerrado
3126505;FRANCISCO BADARÓ;Mata Atlântica
4108403;FRANCISCO BELTRÃO;Mata Atlântica
2403905;FRANCISCO DANTAS;Caatinga
3126604;FRANCISCO DUMONT;Cerrado
2204154;FRANCISCO MACEDO;Caatinga
3516309;FRANCISCO MORATO;Mata Atlântica
2204204;FRANCISCO SANTOS;Caatinga
3126703;FRANCISCO SÁ;Caatinga
3126703;FRANCISCO SÁ;Cerrado
3126752;FRANCISCÓPOLIS;Mata Atlântica
3516408;FRANCO DA ROCHA;Mata Atlântica
2304509;FRECHEIRINHA;Caatinga
4308508;FREDERICO WESTPHALEN;Mata Atlântica
3126802;FREI GASPAR;Mata Atlântica
3126901;FREI INOCÊNCIO;Mata Atlântica
3126950;FREI LAGONEGRO;Mata Atlântica
2506202;FREI MARTINHO;Caatinga
2605806;FREI MIGUELINHO;Caatinga
2802304;FREI PAULO;Caatinga
4205555;FREI ROGÉRIO;Mata Atlântica
3127008;FRONTEIRA;Cerrado
3127008;FRONTEIRA;Mata Atlântica
3127057;FRONTEIRA DOS VALES;Mata Atlântica
2204303;FRONTEIRAS;Caatinga
3127073;FRUTA DE LEITE;Cerrado
3127073;FRUTA DE LEITE;Mata Atlântica
3127107;FRUTAL;Cerrado
3127107;FRUTAL;Mata Atlântica
2404002;FRUTUOSO GOMES;Caatinga
3202207;FUNDÃO;Mata Atlântica
3127206;FUNILÂNDIA;Cerrado
3516507;GABRIEL MONTEIRO;Mata Atlântica
2506251;GADO BRAVO;Caatinga
3516606;GÁLIA;Cerrado
3516606;GÁLIA;Mata Atlântica
3127305;GALILÉIA;Mata Atlântica
2404101;GALINHOS;Caatinga
4205605;GALVÃO;Mata Atlântica
2605905;GAMELEIRA;Mata Atlântica
5208152;GAMELEIRA DE GOIÁS;Cerrado
3127339;GAMELEIRAS;Caatinga
2911204;GANDU;Mata Atlântica
2606002;GARANHUNS;Caatinga
2606002;GARANHUNS;Mata Atlântica
2802403;GARARU;Caatinga
3516705;GARÇA;Mata Atlântica
4308607;GARIBALDI;Mata Atlântica
4205704;GAROPABA;Mata Atlântica
1503077;GARRAFÃO DO NORTE;Amazônia
4308656;GARRUCHOS;Pampa
4205803;GARUVA;Mata Atlântica
4205902;GASPAR;Mata Atlântica
3516804;GASTÃO VIDIGAL;Mata Atlântica
5103858;GAÚCHA DO NORTE;Amazônia
5103858;GAÚCHA DO NORTE;Cerrado
4308706;GAURAMA;Mata Atlântica
2911253;GAVIÃO;Caatinga
3516853;GAVIÃO PEIXOTO;Cerrado
3516853;GAVIÃO PEIXOTO;Mata Atlântica
2204352;GEMINIANO;Caatinga
4308805;GENERAL CÂMARA;Mata Atlântica
4308805;GENERAL CÂMARA;Pampa
5103908;GENERAL CARNEIRO;Cerrado
4108502;GENERAL CARNEIRO;Mata Atlântica
2802502;GENERAL MAYNARD;Mata Atlântica
3516903;GENERAL SALGADO;Mata Atlântica
2304608;GENERAL SAMPAIO;Caatinga
4308854;GENTIL;Mata Atlântica
2911303;GENTIO DO OURO;Caatinga
3517000;GETULINA;Mata Atlântica
4308904;GETÚLIO VARGAS;Mata Atlântica
4308904;GETÚLIO VARGAS;Pampa
2204402;GILBUÉS;Cerrado
2702900;GIRAU DO PONCIANO;Caatinga
4309001;GIRUÁ;Mata Atlântica
4309001;GIRUÁ;Pampa
3127354;GLAUCILÂNDIA;Cerrado
3517109;GLICÉRIO;Mata Atlântica
2911402;GLÓRIA;Caatinga
5103957;GLÓRIA D'OESTE;Amazônia
5103957;GLÓRIA D'OESTE;Pantanal
5004007;GLÓRIA DE DOURADOS;Mata Atlântica
2606101;GLÓRIA DO GOITÁ;Mata Atlântica
4309050;GLORINHA;Mata Atlântica
4309050;GLORINHA;Pampa
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
2104305;GODOFREDO VIANA;Amazônia
4108551;GODOY MOREIRA;Mata Atlântica
3127370;GOIABEIRA;Mata Atlântica
2606200;GOIANA;Mata Atlântica
3127388;GOIANÁ;Mata Atlântica
5208400;GOIANÁPOLIS;Cerrado
5208509;GOIANDIRA;Cerrado
5208608;GOIANÉSIA;Cerrado
1503093;GOIANÉSIA DO PARÁ;Amazônia
5208707;GOIÂNIA;Cerrado
2404200;GOIANINHA;Mata Atlântica
5208806;GOIANIRA;Cerrado
1708304;GOIANORTE;Amazônia
1708304;GOIANORTE;Cerrado
5208905;GOIÁS;Cerrado
1709005;GOIATINS;Cerrado
5209101;GOIATUBA;Cerrado
4108601;GOIOERÊ;Mata Atlântica
4108650;GOIOXIM;Mata Atlântica
3127404;GONÇALVES;Mata Atlântica
2104404;GONÇALVES DIAS;Cerrado
2911501;GONGOGI;Mata Atlântica
3127503;GONZAGA;Mata Atlântica
3127602;GOUVEIA;Cerrado
5209150;GOUVELÂNDIA;Cerrado
5209150;GOUVELÂNDIA;Mata Atlântica
2104503;GOVERNADOR ARCHER;Cerrado
4206009;GOVERNADOR CELSO RAMOS;Mata Atlântica
4206009;GOVERNADOR CELSO RAMOS;Mata Atlântica
4206009;GOVERNADOR CELSO RAMOS;Mata Atlântica
4206009;GOVERNADOR CELSO RAMOS;Mata Atlântica
4206009;GOVERNADOR CELSO RAMOS;Mata Atlântica
2404309;GOVERNADOR DIX-SEPT ROSADO;Caatinga
2104552;GOVERNADOR EDISON LOBÃO;Cerrado
2104602;GOVERNADOR EUGÊNIO BARROS;Cerrado
1101005;GOVERNADOR JORGE TEIXEIRA;Amazônia
3202256;GOVERNADOR LINDENBERG;Mata Atlântica
2104628;GOVERNADOR LUIZ ROCHA;Cerrado
2911600;GOVERNADOR MANGABEIRA;Mata Atlântica
2104651;GOVERNADOR NEWTON BELLO;Amazônia
2104677;GOVERNADOR NUNES FREIRE;Amazônia
3127701;GOVERNADOR VALADARES;Mata Atlântica
2304657;GRAÇA;Caatinga
2104701;GRAÇA ARANHA;Cerrado
2802601;GRACHO CARDOSO;Caatinga
2802601;GRACHO CARDOSO;Mata Atlântica
2104800;GRAJAÚ;Amazônia
2104800;GRAJAÚ;Cerrado
4309100;GRAMADO;Mata Atlântica
4309126;GRAMADO DOS LOUREIROS;Mata Atlântica
4309126;GRAMADO DOS LOUREIROS;Pampa
4309159;GRAMADO XAVIER;Mata Atlântica
4108700;GRANDES RIOS;Mata Atlântica
2606309;GRANITO;Caatinga
2304707;GRANJA;Caatinga
2304806;GRANJEIRO;Caatinga
3127800;GRÃO MOGOL;Cerrado
4206108;GRÃO PARÁ;Mata Atlântica
4309209;GRAVATAÍ;Mata Atlântica
4309209;GRAVATAÍ;Pampa
4206207;GRAVATAL;Mata Atlântica
2606408;GRAVATÁ;Caatinga
2606408;GRAVATÁ;Mata Atlântica
2304905;GROAÍRAS;Caatinga
2404408;GROSSOS;Caatinga
3127909;GRUPIARA;Cerrado
4309258;GUABIJU;Mata Atlântica
4206306;GUABIRUBA;Mata Atlântica
3202306;GUAÇUÍ;Mata Atlântica
2204501;GUADALUPE;Cerrado
4309308;GUAÍBA;Pampa
3517208;GUAIÇARA;Mata Atlântica
3517307;GUAIMBÊ;Mata Atlântica
4108908;GUAIRAÇÁ;Mata Atlântica
3517406;GUAÍRA;Cerrado
3517406;GUAÍRA;Mata Atlântica
4108809;GUAÍRA;Mata Atlântica
2304954;GUAIÚBA;Caatinga
1301654;GUAJARÁ;Amazônia
1100106;GUAJARÁ-MIRIM;Amazônia
2911659;GUAJERU;Caatinga
2404507;GUAMARÉ;Caatinga
4108957;GUAMIRANGA;Mata Atlântica
2911709;GUANAMBI;Caatinga
2911709;GUANAMBI;Cerrado
3128006;GUANHÃES;Mata Atlântica
3128105;GUAPÉ;Cerrado
3517505;GUAPIAÇU;Mata Atlântica
3517604;GUAPIARA;Mata Atlântica
3301850;GUAPIMIRIM;Mata Atlântica
4109005;GUAPIRAMA;Mata Atlântica
4109104;GUAPOREMA;Mata Atlântica
4309407;GUAPORÉ;Mata Atlântica
5209200;GUAPÓ;Cerrado
2506301;GUARABIRA;Caatinga
3517802;GUARAÇAÍ;Mata Atlântica
4109203;GUARACI;Mata Atlântica
3517901;GUARACI;Cerrado
3517901;GUARACI;Mata Atlântica
4206405;GUARACIABA;Mata Atlântica
3128204;GUARACIABA;Mata Atlântica
2305001;GUARACIABA DO NORTE;Caatinga
3128253;GUARACIAMA;Cerrado
1709302;GUARAÍ;Amazônia
1709302;GUARAÍ;Cerrado
5209291;GUARAÍTA;Cerrado
2305100;GUARAMIRANGA;Caatinga
4206504;GUARAMIRIM;Mata Atlântica
3128303;GUARANÉSIA;Mata Atlântica
3128402;GUARANI;Mata Atlântica
3518008;GUARANI D'OESTE;Mata Atlântica
4309506;GUARANI DAS MISSÕES;Mata Atlântica
4309506;GUARANI DAS MISSÕES;Pampa
5209408;GUARANI DE GOIÁS;Cerrado
4109302;GUARANIAÇU;Mata Atlântica
3518107;GUARANTÃ;Mata Atlântica
5104104;GUARANTÃ DO NORTE;Amazônia
3202405;GUARAPARI;Mata Atlântica
4109401;GUARAPUAVA;Mata Atlântica
4109500;GUARAQUEÇABA;Mata Atlântica
3518206;GUARARAPES;Mata Atlântica
3128501;GUARARÁ;Mata Atlântica
3518305;GUARAREMA;Mata Atlântica
2911808;GUARATINGA;Mata Atlântica
3518404;GUARATINGUETÁ;Mata Atlântica
4109609;GUARATUBA;Mata Atlântica
3517703;GUARÁ;Cerrado
3517703;GUARÁ;Mata Atlântica
3128600;GUARDA-MOR;Cerrado
3518503;GUAREÍ;Cerrado
3518503;GUAREÍ;Mata Atlântica
3518602;GUARIBA;Cerrado
3518602;GUARIBA;Mata Atlântica
2204550;GUARIBAS;Caatinga
2204550;GUARIBAS;Cerrado
5209457;GUARINOS;Cerrado
3518701;GUARUJÁ;Mata Atlântica
3518701;GUARUJÁ;Mata Atlântica
3518701;GUARUJÁ;Mata Atlântica
3518701;GUARUJÁ;Mata Atlântica
4206603;GUARUJÁ DO SUL;Mata Atlântica
3518800;GUARULHOS;Mata Atlântica
4206652;GUATAMBÚ;Mata Atlântica
3518859;GUATAPARÁ;Cerrado
3518859;GUATAPARÁ;Mata Atlântica
3128709;GUAXUPÉ;Mata Atlântica
5004106;GUIA LOPES DA LAGUNA;Cerrado
3128808;GUIDOVAL;Mata Atlântica
2104909;GUIMARÃES;Amazônia
2104909;GUIMARÃES;Amazônia
3128907;GUIMARÂNIA;Cerrado
5104203;GUIRATINGA;Cerrado
3129004;GUIRICEMA;Mata Atlântica
3129103;GURINHATÃ;Cerrado
3129103;GURINHATÃ;Mata Atlântica
2506400;GURINHÉM;Caatinga
2506509;GURJÃO;Caatinga
1503101;GURUPÁ;Amazônia
1709500;GURUPI;Cerrado
3518909;GUZOLÂNDIA;Mata Atlântica
4309555;HARMONIA;Mata Atlântica
5209606;HEITORAÍ;Cerrado
3129202;HELIODORA;Mata Atlântica
2911857;HELIÓPOLIS;Caatinga
3519006;HERCULÂNDIA;Mata Atlântica
4307104;HERVAL;Pampa
4206702;HERVAL D'OESTE;Mata Atlântica
4309571;HERVEIRAS;Mata Atlântica
5209705;HIDROLÂNDIA;Cerrado
2305209;HIDROLÂNDIA;Caatinga
5209804;HIDROLINA;Cerrado
3519055;HOLAMBRA;Mata Atlântica
4109658;HONÓRIO SERPA;Mata Atlântica
2305233;HORIZONTE;Caatinga
4309605;HORIZONTINA;Mata Atlântica
3519071;HORTOLÂNDIA;Mata Atlântica
2204600;HUGO NAPOLEÃO;Cerrado
4309654;HULHA NEGRA;Pampa
4309704;HUMAITÁ;Mata Atlântica
1301704;HUMAITÁ;Amazônia
2105005;HUMBERTO DE CAMPOS;Amazônia
2105005;HUMBERTO DE CAMPOS;Cerrado
3519105;IACANGA;Cerrado
3519105;IACANGA;Mata Atlântica
5209903;IACIARA;Cerrado
3519204;IACRI;Mata Atlântica
2911907;IAÇU;Caatinga
3129301;IAPU;Mata Atlântica
3519253;IARAS;Cerrado
3519253;IARAS;Mata Atlântica
2606507;IATI;Caatinga
4109708;IBAITI;Mata Atlântica
4309753;IBARAMA;Mata Atlântica
2305266;IBARETAMA;Caatinga
2703007;IBATEGUARA;Mata Atlântica
3519303;IBATÉ;Cerrado
3519303;IBATÉ;Mata Atlântica
3202454;IBATIBA;Mata Atlântica
4109757;IBEMA;Mata Atlântica
3129400;IBERTIOGA;Mata Atlântica
4309803;IBIAÇÁ;Mata Atlântica
3129608;IBIAÍ;Cerrado
4206751;IBIAM;Mata Atlântica
2305308;IBIAPINA;Caatinga
2506608;IBIARA;Caatinga
2912004;IBIASSUCÊ;Caatinga
3129509;IBIÁ;Cerrado
2912103;IBICARAÍ;Mata Atlântica
4206801;IBICARÉ;Mata Atlântica
2912202;IBICOARA;Caatinga
2305332;IBICUITINGA;Caatinga
2912301;IBICUÍ;Mata Atlântica
2606606;IBIMIRIM;Caatinga
2912400;IBIPEBA;Caatinga
2912509;IBIPITANGA;Caatinga
4109807;IBIPORÃ;Mata Atlântica
2912608;IBIQUERA;Caatinga
3129657;IBIRACATU;Caatinga
3129657;IBIRACATU;Cerrado
3129707;IBIRACI;Cerrado
3129707;IBIRACI;Mata Atlântica
