"NR_CANDIDATO","SG_PARTIDO","GENERO","COR_RACA","Ano"
15300,"PMDB","MASCULINO","PRETA","2016"
20111,"PSC","MASCULINO","BRANCA","2016"
51065,"PATRIOTA","MASCULINO","PARDA","2016"
54200,"PPL","MASCULINO","PRETA","2016"
45045,"PSDB","MASCULINO","PRETA","2016"
27061,"PSDC","MASCULINO","PARDA","2016"
36033,"PTC","MASCULINO","PRETA","2016"
14110,"PTB","MASCULINO","PRETA","2016"
27900,"PSDC","MASCULINO","BRANCA","2016"
22000,"PR","MASCULINO","PARDA","2016"
23233,"PPS","MASCULINO","BRANCA","2016"
19555,"PTN","MASCULINO","PRETA","2016"
13131,"PT","MASCULINO","PARDA","2016"
17700,"PSL","MASCULINO","BRANCA","2016"
23100,"PPS","MASCULINO","PARDA","2016"
19679,"PTN","MASCULINO","PARDA","2016"
65234,"PC do B","MASCULINO","PARDA","2016"
23777,"PPS","MASCULINO","PARDA","2016"
77999,"SD","MASCULINO","PARDA","2016"
51333,"PATRIOTA","MASCULINO","PARDA","2016"
45350,"PSDB","MASCULINO","PARDA","2016"
51057,"PATRIOTA","MASCULINO","PARDA","2016"
20190,"PSC","MASCULINO","PRETA","2016"
77890,"SD","MASCULINO","PARDA","2016"
44789,"PRP","MASCULINO","PARDA","2016"
45087,"PSDB","MASCULINO","PARDA","2016"
23234,"PPS","MASCULINO","PARDA","2016"
20600,"PSC","MASCULINO","PRETA","2016"
44091,"PRP","MASCULINO","PRETA","2016"
55777,"PSD","MASCULINO","PRETA","2016"
19500,"PTN","MASCULINO","PRETA","2016"
90190,"PROS","MASCULINO","PARDA","2016"
14163,"PTB","MASCULINO","BRANCA","2016"
10888,"PRB","MASCULINO","PARDA","2016"
18888,"REDE","MASCULINO","PRETA","2016"
77070,"SD","MASCULINO","PARDA","2016"
45111,"PSDB","MASCULINO","BRANCA","2016"
15888,"PMDB","MASCULINO","PRETA","2016"
33777,"PMN","MASCULINO","PRETA","2016"
22100,"PR","MASCULINO","BRANCA","2016"
45007,"PSDB","MASCULINO","PRETA","2016"
22580,"PR","MASCULINO","PARDA","2016"
28700,"PRTB","MASCULINO","PARDA","2016"
44000,"PRP","MASCULINO","PARDA","2016"
50505,"PSOL","MASCULINO","PRETA","2016"
23027,"PPS","MASCULINO","PARDA","2016"
14100,"PTB","MASCULINO","BRANCA","2016"
12111,"PDT","MASCULINO","PARDA","2016"
19004,"PTN","MASCULINO","BRANCA","2016"
51123,"PATRIOTA","MASCULINO","PRETA","2016"
50412,"PSOL","MASCULINO","PRETA","2016"
23316,"PPS","MASCULINO","PARDA","2016"
20800,"PSC","MASCULINO","BRANCA","2016"
44044,"PRP","MASCULINO","PRETA","2016"
51789,"PATRIOTA","MASCULINO","PARDA","2016"
22220,"PR","MASCULINO","PARDA","2016"
51063,"PATRIOTA","MASCULINO","PARDA","2016"
25500,"DEM","MASCULINO","PARDA","2016"
77789,"SD","MASCULINO","PARDA","2016"
36677,"PTC","MASCULINO","PARDA","2016"
19021,"PTN","MASCULINO","PARDA","2016"
19587,"PTN","MASCULINO","PRETA","2016"
20960,"PSC","MASCULINO","BRANCA","2016"
25190,"DEM","MASCULINO","BRANCA","2016"
15000,"PMDB","MASCULINO","BRANCA","2016"
19066,"PTN","MASCULINO","BRANCA","2016"
51444,"PATRIOTA","MASCULINO","PRETA","2016"
45678,"PSDB","MASCULINO","BRANCA","2016"
90222,"PROS","MASCULINO","BRANCA","2016"
13444,"PT","MASCULINO","PARDA","2016"
77123,"SD","MASCULINO","PARDA","2016"
55155,"PSD","MASCULINO","PARDA","2016"
17177,"PSL","MASCULINO","PARDA","2016"
36018,"PTC","MASCULINO","PARDA","2016"
90909,"PROS","MASCULINO","PRETA","2016"
77055,"SD","MASCULINO","PARDA","2016"
51191,"PATRIOTA","MASCULINO","PARDA","2016"
31600,"PHS","MASCULINO","PRETA","2016"
40777,"PSB","MASCULINO","PARDA","2016"
15077,"PMDB","MASCULINO","PRETA","2016"
12555,"PDT","MASCULINO","PARDA","2016"
90120,"PROS","MASCULINO","PARDA","2016"
13500,"PT","MASCULINO","PRETA","2016"
18236,"REDE","MASCULINO","PARDA","2016"
44999,"PRP","MASCULINO","PARDA","2016"
25555,"DEM","MASCULINO","PARDA","2016"
14177,"PTB","MASCULINO","PARDA","2016"
19208,"PTN","MASCULINO","PRETA","2016"
50222,"PSOL","MASCULINO","PRETA","2016"
10482,"PRB","MASCULINO","PARDA","2016"
77400,"SD","MASCULINO","BRANCA","2016"
51007,"PATRIOTA","MASCULINO","PARDA","2016"
36190,"PTC","MASCULINO","PRETA","2016"
55065,"PSD","MASCULINO","PARDA","2016"
77100,"SD","MASCULINO","PRETA","2016"
50146,"PSOL","MASCULINO","PRETA","2016"
36300,"PTC","MASCULINO","PRETA","2016"
25118,"DEM","MASCULINO","PARDA","2016"
50050,"PSOL","MASCULINO","PRETA","2016"
54666,"PPL","MASCULINO","PARDA","2016"
77110,"SD","MASCULINO","PARDA","2016"
50456,"PSOL","MASCULINO","PRETA","2016"
54322,"PPL","MASCULINO","BRANCA","2016"
20020,"PSC","MASCULINO","PRETA","2016"
44344,"PRP","MASCULINO","PARDA","2016"
55444,"PSD","MASCULINO","PRETA","2016"
22888,"PR","MASCULINO","AMARELA","2016"
33044,"PMN","MASCULINO","PARDA","2016"
12315,"PDT","MASCULINO","BRANCA","2016"
11369,"PP","MASCULINO","PARDA","2016"
77517,"SD","MASCULINO","BRANCA","2016"
44111,"PRP","MASCULINO","PRETA","2016"
13610,"PT","MASCULINO","PRETA","2016"
15777,"PMDB","MASCULINO","PARDA","2016"
50621,"PSOL","MASCULINO","PARDA","2016"
20110,"PSC","MASCULINO","PRETA","2016"
40333,"PSB","MASCULINO","PRETA","2016"
28999,"PRTB","MASCULINO","PRETA","2016"
33150,"PMN","MASCULINO","PARDA","2016"
20088,"PSC","MASCULINO","PARDA","2016"
14109,"PTB","MASCULINO","PRETA","2016"
31300,"PHS","MASCULINO","PRETA","2016"
40001,"PSB","MASCULINO","PRETA","2016"
18700,"REDE","MASCULINO","INDÍGENA","2016"
31012,"PHS","MASCULINO","PRETA","2016"
31678,"PHS","MASCULINO","PRETA","2016"
23242,"PPS","MASCULINO","BRANCA","2016"
33500,"PMN","MASCULINO","PRETA","2016"
43051,"PV","MASCULINO","PARDA","2016"
77124,"SD","MASCULINO","PARDA","2016"
20010,"PSC","MASCULINO","PRETA","2016"
55380,"PSD","MASCULINO","PRETA","2016"
54600,"PPL","MASCULINO","PARDA","2016"
19336,"PTN","MASCULINO","PARDA","2016"
17789,"PSL","MASCULINO","PARDA","2016"
40140,"PSB","MASCULINO","BRANCA","2016"
40010,"PSB","MASCULINO","PARDA","2016"
36000,"PTC","MASCULINO","PRETA","2016"
77030,"SD","MASCULINO","PRETA","2016"
12333,"PDT","MASCULINO","PARDA","2016"
10444,"PRB","MASCULINO","BRANCA","2016"
11800,"PP","MASCULINO","BRANCA","2016"
51244,"PATRIOTA","MASCULINO","PARDA","2016"
20747,"PSC","MASCULINO","BRANCA","2016"
15123,"PMDB","MASCULINO","PARDA","2016"
20984,"PSC","MASCULINO","PRETA","2016"
22345,"PR","MASCULINO","PARDA","2016"
40131,"PSB","MASCULINO","PRETA","2016"
51003,"PATRIOTA","MASCULINO","PRETA","2016"
31069,"PHS","MASCULINO","BRANCA","2016"
22777,"PR","MASCULINO","PARDA","2016"
19456,"PTN","MASCULINO","PARDA","2016"
15655,"PMDB","MASCULINO","PARDA","2016"
20495,"PSC","MASCULINO","PRETA","2016"
22222,"PR","MASCULINO","PARDA","2016"
36900,"PTC","MASCULINO","BRANCA","2016"
54111,"PPL","MASCULINO","PARDA","2016"
77788,"SD","MASCULINO","PRETA","2016"
33990,"PMN","MASCULINO","INDÍGENA","2016"
40112,"PSB","MASCULINO","PARDA","2016"
14614,"PTB","MASCULINO","BRANCA","2016"
22022,"PR","MASCULINO","PARDA","2016"
36192,"PTC","MASCULINO","PARDA","2016"
22333,"PR","MASCULINO","PRETA","2016"
11477,"PP","MASCULINO","PRETA","2016"
20133,"PSC","MASCULINO","PRETA","2016"
20007,"PSC","MASCULINO","PARDA","2016"
77190,"SD","MASCULINO","PARDA","2016"
40169,"PSB","MASCULINO","PRETA","2016"
40192,"PSB","MASCULINO","PRETA","2016"
55130,"PSD","MASCULINO","BRANCA","2016"
25557,"DEM","MASCULINO","PARDA","2016"
33024,"PMN","MASCULINO","PARDA","2016"
19952,"PTN","MASCULINO","PARDA","2016"
45677,"PSDB","MASCULINO","PARDA","2016"
51200,"PATRIOTA","MASCULINO","PRETA","2016"
51233,"PATRIOTA","MASCULINO","PARDA","2016"
51888,"PATRIOTA","MASCULINO","PARDA","2016"
27777,"PSDC","MASCULINO","PRETA","2016"
23410,"PPS","MASCULINO","PARDA","2016"
31210,"PHS","MASCULINO","PRETA","2016"
33615,"PMN","MASCULINO","PRETA","2016"
31123,"PHS","MASCULINO","BRANCA","2016"
19133,"PTN","MASCULINO","PARDA","2016"
19800,"PTN","MASCULINO","PARDA","2016"
19105,"PTN","MASCULINO","BRANCA","2016"
23016,"PPS","MASCULINO","PARDA","2016"
19345,"PTN","MASCULINO","PRETA","2016"
20625,"PSC","MASCULINO","PRETA","2016"
40765,"PSB","MASCULINO","PRETA","2016"
20077,"PSC","MASCULINO","PARDA","2016"
15500,"PMDB","MASCULINO","PARDA","2016"
12345,"PDT","MASCULINO","PRETA","2016"
14777,"PTB","MASCULINO","PRETA","2016"
22622,"PR","MASCULINO","PRETA","2016"
54424,"PPL","MASCULINO","PRETA","2016"
19191,"PTN","MASCULINO","PRETA","2016"
70190,"PT do B","MASCULINO","PARDA","2016"
44444,"PRP","MASCULINO","PARDA","2016"
36700,"PTC","MASCULINO","BRANCA","2016"
10121,"PRB","MASCULINO","PRETA","2016"
55222,"PSD","MASCULINO","PARDA","2016"
19144,"PTN","MASCULINO","PARDA","2016"
17111,"PSL","MASCULINO","PARDA","2016"
14070,"PTB","MASCULINO","PARDA","2016"
25678,"DEM","MASCULINO","PARDA","2016"
19100,"PTN","MASCULINO","AMARELA","2016"
15100,"PMDB","MASCULINO","BRANCA","2016"
77321,"SD","MASCULINO","BRANCA","2016"
54000,"PPL","MASCULINO","PARDA","2016"
22369,"PR","MASCULINO","PARDA","2016"
19170,"PTN","MASCULINO","PRETA","2016"
45707,"PSDB","MASCULINO","PARDA","2016"
25123,"DEM","MASCULINO","BRANCA","2016"
25200,"DEM","MASCULINO","PARDA","2016"
77700,"SD","MASCULINO","BRANCA","2016"
31234,"PHS","MASCULINO","PARDA","2016"
43111,"PV","MASCULINO","PARDA","2016"
20001,"PSC","MASCULINO","PARDA","2016"
45053,"PSDB","MASCULINO","BRANCA","2016"
12167,"PDT","FEMININO","PRETA","2020"
51015,"PATRIOTA","FEMININO","PARDA","2020"
55107,"PSD","FEMININO","PRETA","2020"
20672,"PSC","FEMININO","PARDA","2020"
36006,"PTC","FEMININO","PARDA","2020"
11069,"PP","FEMININO","PRETA","2020"
12355,"PDT","FEMININO","PRETA","2020"
77009,"SOLIDARIEDADE","FEMININO","PARDA","2020"
12712,"PDT","FEMININO","PRETA","2020"
70301,"AVANTE","FEMININO","BRANCA","2020"
43400,"PV","FEMININO","PARDA","2020"
20420,"PSC","FEMININO","PARDA","2020"
50850,"PSOL","FEMININO","INDÍGENA","2020"
17636,"PSL","FEMININO","NÃO INFORMADO","2020"
45105,"PSDB","FEMININO","PRETA","2020"
23019,"CIDADANIA","FEMININO","PRETA","2020"
25900,"DEM","FEMININO","PARDA","2020"
11450,"PP","FEMININO","PARDA","2020"
40272,"PSB","FEMININO","PRETA","2020"
10046,"REPUBLICANOS","FEMININO","PRETA","2020"
33313,"PMN","FEMININO","NÃO INFORMADO","2020"
45544,"PSDB","FEMININO","PARDA","2020"
36080,"PTC","FEMININO","PRETA","2020"
51043,"PATRIOTA","FEMININO","PARDA","2020"
15029,"MDB","FEMININO","PRETA","2020"
22727,"PL","FEMININO","PARDA","2020"
50600,"PSOL","FEMININO","PRETA","2020"
12020,"PDT","FEMININO","PRETA","2020"
55105,"PSD","FEMININO","BRANCA","2020"
25198,"DEM","FEMININO","PARDA","2020"
15321,"MDB","FEMININO","PRETA","2020"
30500,"NOVO","FEMININO","PARDA","2020"
10974,"REPUBLICANOS","FEMININO","PRETA","2020"
13444,"PT","FEMININO","PRETA","2020"
18244,"REDE","FEMININO","PARDA","2020"
33999,"PMN","FEMININO","PARDA","2020"
13567,"PT","FEMININO","PRETA","2020"
15011,"MDB","FEMININO","PRETA","2020"
51023,"PATRIOTA","FEMININO","PARDA","2020"
17336,"PSL","FEMININO","BRANCA","2020"
33321,"PMN","FEMININO","BRANCA","2020"
20400,"PSC","FEMININO","PARDA","2020"
15998,"MDB","FEMININO","PRETA","2020"
17655,"PSL","FEMININO","NÃO INFORMADO","2020"
13234,"PT","FEMININO","PRETA","2020"
40044,"PSB","FEMININO","PRETA","2020"
40007,"PSB","FEMININO","PARDA","2020"
20600,"PSC","FEMININO","PARDA","2020"
70007,"AVANTE","FEMININO","PRETA","2020"
22674,"PL","FEMININO","PRETA","2020"
12777,"PDT","FEMININO","PRETA","2020"
65789,"PC do B","FEMININO","PRETA","2020"
36363,"PTC","FEMININO","PARDA","2020"
13800,"PT","FEMININO","PRETA","2020"
77156,"SOLIDARIEDADE","FEMININO","PRETA","2020"
19069,"PODE","FEMININO","BRANCA","2020"
17566,"PSL","FEMININO","NÃO INFORMADO","2020"
12250,"PDT","FEMININO","PARDA","2020"
22116,"PL","FEMININO","PRETA","2020"
30300,"NOVO","FEMININO","PARDA","2020"
77190,"SOLIDARIEDADE","FEMININO","PRETA","2020"
14567,"PTB","FEMININO","PRETA","2020"
11670,"PP","FEMININO","PARDA","2020"
25138,"DEM","FEMININO","PARDA","2020"
13321,"PT","FEMININO","PARDA","2020"
17227,"PSL","FEMININO","NÃO INFORMADO","2020"
10120,"REPUBLICANOS","FEMININO","PRETA","2020"
28197,"PRTB","FEMININO","BRANCA","2020"
70567,"AVANTE","FEMININO","PARDA","2020"
55800,"PSD","FEMININO","PRETA","2020"
20700,"PSC","FEMININO","BRANCA","2020"
20377,"PSC","FEMININO","PARDA","2020"
15910,"MDB","FEMININO","PARDA","2020"
55001,"PSD","FEMININO","PRETA","2020"
20021,"PSC","FEMININO","PRETA","2020"
17579,"PSL","FEMININO","NÃO INFORMADO","2020"
51125,"PATRIOTA","FEMININO","PRETA","2020"
45444,"PSDB","FEMININO","PARDA","2020"
30100,"NOVO","FEMININO","BRANCA","2020"
22121,"PL","FEMININO","PARDA","2020"
11888,"PP","FEMININO","PARDA","2020"
12696,"PDT","FEMININO","PRETA","2020"
55645,"PSD","FEMININO","PRETA","2020"
25072,"DEM","FEMININO","PARDA","2020"
25025,"DEM","FEMININO","PARDA","2020"
27746,"DC","FEMININO","PARDA","2020"
20345,"PSC","FEMININO","PRETA","2020"
33010,"PMN","FEMININO","PARDA","2020"
65565,"PC do B","FEMININO","PARDA","2020"
25174,"DEM","FEMININO","PRETA","2020"
28567,"PRTB","FEMININO","BRANCA","2020"
12101,"PDT","FEMININO","PARDA","2020"
51002,"PATRIOTA","FEMININO","BRANCA","2020"
25202,"DEM","FEMININO","PARDA","2020"
36663,"PTC","FEMININO","BRANCA","2020"
14009,"PTB","FEMININO","PARDA","2020"
77481,"SOLIDARIEDADE","FEMININO","PRETA","2020"
65455,"PC do B","FEMININO","PRETA","2020"
12349,"PDT","FEMININO","PARDA","2020"
15444,"MDB","FEMININO","PRETA","2020"
43215,"PV","FEMININO","PRETA","2020"
11500,"PP","FEMININO","PARDA","2020"
51001,"PATRIOTA","FEMININO","BRANCA","2020"
22225,"PL","FEMININO","BRANCA","2020"
17029,"PSL","FEMININO","BRANCA","2020"
90789,"PROS","FEMININO","BRANCA","2020"
33111,"PMN","FEMININO","NÃO INFORMADO","2020"
20500,"PSC","FEMININO","PARDA","2020"
20135,"PSC","FEMININO","PARDA","2020"
33325,"PMN","FEMININO","PRETA","2020"
40440,"PSB","FEMININO","PRETA","2020"
51678,"PATRIOTA","FEMININO","PARDA","2020"
70318,"AVANTE","FEMININO","PARDA","2020"
40080,"PSB","FEMININO","PRETA","2020"
25190,"DEM","FEMININO","PARDA","2020"
20580,"PSC","FEMININO","PRETA","2020"
65447,"PC do B","FEMININO","PARDA","2020"
17377,"PSL","FEMININO","NÃO INFORMADO","2020"
65651,"PC do B","FEMININO","PARDA","2020"
22125,"PL","FEMININO","PRETA","2020"
22002,"PL","FEMININO","PRETA","2020"
14110,"PTB","FEMININO","PARDA","2020"
70020,"AVANTE","FEMININO","PARDA","2020"
50322,"PSOL","FEMININO","PRETA","2020"
12232,"PDT","FEMININO","PARDA","2020"
22230,"PL","FEMININO","PRETA","2020"
14012,"PTB","FEMININO","PARDA","2020"
10021,"REPUBLICANOS","FEMININO","PARDA","2020"
45756,"PSDB","FEMININO","PARDA","2020"
77444,"SOLIDARIEDADE","FEMININO","PARDA","2020"
40222,"PSB","FEMININO","PRETA","2020"
55000,"PSD","FEMININO","BRANCA","2020"
10888,"REPUBLICANOS","FEMININO","PRETA","2020"
90998,"PROS","FEMININO","PRETA","2020"
45777,"PSDB","FEMININO","PARDA","2020"
15013,"MDB","FEMININO","PARDA","2020"
70200,"AVANTE","FEMININO","PARDA","2020"
19777,"PODE","FEMININO","PRETA","2020"
55123,"PSD","FEMININO","PRETA","2020"
19006,"PODE","FEMININO","PRETA","2020"
70003,"AVANTE","FEMININO","PARDA","2020"
70777,"AVANTE","FEMININO","PARDA","2020"
19001,"PODE","FEMININO","PRETA","2020"
22207,"PL","FEMININO","PARDA","2020"
27179,"DC","FEMININO","PRETA","2020"
77880,"SOLIDARIEDADE","FEMININO","PARDA","2020"
25255,"DEM","FEMININO","PARDA","2020"
27202,"DC","FEMININO","PRETA","2020"
51101,"PATRIOTA","FEMININO","BRANCA","2020"
51321,"PATRIOTA","FEMININO","PARDA","2020"
65654,"PC do B","FEMININO","PARDA","2020"
10224,"REPUBLICANOS","FEMININO","PRETA","2020"
14023,"PTB","FEMININO","PARDA","2020"
30799,"NOVO","FEMININO","BRANCA","2020"
12303,"PDT","FEMININO","PARDA","2020"
22000,"PL","FEMININO","PRETA","2020"
10321,"REPUBLICANOS","FEMININO","PRETA","2020"
50088,"PSOL","FEMININO","PRETA","2020"
50077,"PSOL","FEMININO","PRETA","2020"
13456,"PT","FEMININO","PRETA","2020"
23222,"CIDADANIA","FEMININO","PRETA","2020"
40011,"PSB","FEMININO","PRETA","2020"
90345,"PROS","FEMININO","PRETA","2020"
15456,"MDB","FEMININO","PARDA","2020"
65055,"PC do B","FEMININO","PRETA","2020"
13000,"PT","FEMININO","PRETA","2020"
43888,"PV","FEMININO","PARDA","2020"
20200,"PSC","FEMININO","PRETA","2020"
70127,"AVANTE","FEMININO","PRETA","2020"
65700,"PC do B","FEMININO","PRETA","2020"
43430,"PV","FEMININO","PARDA","2020"
55301,"PSD","FEMININO","PARDA","2020"
10026,"REPUBLICANOS","FEMININO","PARDA","2020"
13200,"PT","FEMININO","PARDA","2020"
55101,"PSD","FEMININO","PRETA","2020"
50550,"PSOL","FEMININO","PRETA","2020"
90099,"PROS","FEMININO","PARDA","2020"
43069,"PV","FEMININO","PRETA","2020"
10140,"REPUBLICANOS","FEMININO","PARDA","2020"
17193,"PSL","FEMININO","NÃO INFORMADO","2020"
45181,"PSDB","FEMININO","PARDA","2020"
36437,"PTC","FEMININO","PARDA","2020"
77177,"SOLIDARIEDADE","FEMININO","PRETA","2020"
77575,"SOLIDARIEDADE","FEMININO","PARDA","2020"
45001,"PSDB","FEMININO","PARDA","2020"
14167,"PTB","FEMININO","PRETA","2020"
11222,"PP","FEMININO","PARDA","2020"
51151,"PATRIOTA","FEMININO","PRETA","2020"
27017,"DC","FEMININO","PARDA","2020"
70500,"AVANTE","FEMININO","BRANCA","2020"
65753,"PC do B","FEMININO","PRETA","2020"
19555,"PODE","FEMININO","BRANCA","2020"
43433,"PV","FEMININO","PRETA","2020"
33663,"PMN","FEMININO","PRETA","2020"
90234,"PROS","FEMININO","PARDA","2020"
33192,"PMN","FEMININO","NÃO INFORMADO","2020"
77022,"SOLIDARIEDADE","FEMININO","PARDA","2020"
50555,"PSOL","FEMININO","PRETA","2020"
23216,"CIDADANIA","FEMININO","PRETA","2020"
23033,"CIDADANIA","FEMININO","PRETA","2020"
14500,"PTB","FEMININO","PARDA","2020"
70400,"AVANTE","FEMININO","PARDA","2020"
13180,"PT","FEMININO","BRANCA","2020"
80777,"UP","FEMININO","PRETA","2020"
18808,"REDE","FEMININO","PRETA","2020"
45321,"PSDB","FEMININO","PRETA","2020"
25011,"DEM","FEMININO","BRANCA","2020"
45789,"PSDB","FEMININO","PRETA","2020"
23346,"CIDADANIA","FEMININO","PRETA","2020"
19600,"PODE","FEMININO","PRETA","2020"
43434,"PV","FEMININO","PRETA","2020"
90038,"PROS","FEMININO","BRANCA","2020"
40200,"PSB","FEMININO","PARDA","2020"
36456,"PTC","FEMININO","PARDA","2020"
19089,"PODE","FEMININO","AMARELA","2020"
36168,"PTC","FEMININO","PARDA","2020"
55755,"PSD","FEMININO","PARDA","2020"
70101,"AVANTE","FEMININO","PARDA","2020"
18188,"REDE","FEMININO","PRETA","2020"
19007,"PODE","FEMININO","PRETA","2020"
90003,"PROS","FEMININO","BRANCA","2020"
51027,"PATRIOTA","FEMININO","BRANCA","2020"
17310,"PSL","FEMININO","NÃO INFORMADO","2020"
10167,"REPUBLICANOS","FEMININO","PRETA","2020"
25755,"DEM","FEMININO","PARDA","2020"
33114,"PMN","FEMININO","PRETA","2020"
23013,"CIDADANIA","FEMININO","PARDA","2020"
33962,"PMN","FEMININO","PARDA","2020"
13510,"PT","FEMININO","PRETA","2020"
25070,"DEM","FEMININO","PRETA","2020"
25024,"DEM","FEMININO","PARDA","2020"
19900,"PODE","FEMININO","PRETA","2020"
27009,"DC","FEMININO","PARDA","2020"
40144,"PSB","FEMININO","BRANCA","2020"
15251,"MDB","FEMININO","PRETA","2020"
43555,"PV","FEMININO","PRETA","2020"
12533,"PDT","FEMININO","PARDA","2020"
50012,"PSOL","FEMININO","PRETA","2020"
12121,"PDT","FEMININO","BRANCA","2020"
40577,"PSB","FEMININO","PRETA","2020"
17706,"PSL","FEMININO","NÃO INFORMADO","2020"
80180,"UP","FEMININO","PRETA","2020"
70444,"AVANTE","FEMININO","PRETA","2020"
19054,"PODE","FEMININO","PARDA","2020"
20005,"PSC","FEMININO","PARDA","2020"
20337,"PSC","FEMININO","PARDA","2020"
14258,"PTB","FEMININO","PRETA","2020"
22120,"PL","FEMININO","PRETA","2020"
65905,"PC do B","FEMININO","PARDA","2020"
23078,"CIDADANIA","FEMININO","PARDA","2020"
45000,"PSDB","FEMININO","PRETA","2020"
14180,"PTB","FEMININO","PARDA","2020"
33388,"PMN","FEMININO","PARDA","2020"
22555,"PL","FEMININO","PARDA","2020"
43143,"PV","FEMININO","PARDA","2020"
15121,"MDB","FEMININO","PARDA","2020"
27311,"DC","FEMININO","PARDA","2020"
23400,"CIDADANIA","FEMININO","PARDA","2020"
43456,"PV","FEMININO","PRETA","2020"
20121,"PSC","FEMININO","PRETA","2020"
12344,"PDT","FEMININO","PARDA","2020"
18021,"REDE","FEMININO","PRETA","2020"
17223,"PSL","FEMININO","BRANCA","2020"
90014,"PROS","FEMININO","PARDA","2020"
13256,"PT","FEMININO","PRETA","2020"
27888,"DC","FEMININO","PARDA","2020"
33500,"PMN","FEMININO","PRETA","2020"
23888,"CIDADANIA","FEMININO","PRETA","2020"
40345,"PSB","FEMININO","PRETA","2020"
10246,"REPUBLICANOS","FEMININO","PARDA","2020"
70712,"AVANTE","FEMININO","PARDA","2020"
25552,"DEM","FEMININO","BRANCA","2020"
43666,"PV","FEMININO","PARDA","2020"
28010,"PRTB","FEMININO","BRANCA","2020"
55110,"PSD","FEMININO","PRETA","2020"
28199,"PRTB","FEMININO","BRANCA","2020"
19222,"PODE","FEMININO","BRANCA","2020"
45012,"PSDB","FEMININO","PRETA","2020"
25525,"DEM","FEMININO","PARDA","2020"
36010,"PTC","FEMININO","PARDA","2020"
77188,"SOLIDARIEDADE","FEMININO","PARDA","2020"
11700,"PP","FEMININO","PARDA","2020"
45450,"PSDB","FEMININO","BRANCA","2020"
70008,"AVANTE","FEMININO","PARDA","2020"
25089,"DEM","FEMININO","PARDA","2020"
18001,"REDE","FEMININO","PRETA","2020"
43037,"PV","FEMININO","PARDA","2020"
33064,"PMN","FEMININO","PARDA","2020"
18999,"REDE","FEMININO","PARDA","2020"
65600,"PC do B","FEMININO","PRETA","2020"
50111,"PSOL","FEMININO","PRETA","2020"
55104,"PSD","FEMININO","PRETA","2020"
23189,"CIDADANIA","FEMININO","BRANCA","2020"
45443,"PSDB","FEMININO","PARDA","2020"
18117,"REDE","FEMININO","BRANCA","2020"
27007,"DC","FEMININO","PARDA","2020"
22810,"PL","FEMININO","PARDA","2020"
43743,"PV","FEMININO","PRETA","2020"
27270,"DC","FEMININO","BRANCA","2020"
25013,"DEM","FEMININO","PRETA","2020"
18333,"REDE","FEMININO","PRETA","2020"
12002,"PDT","FEMININO","PRETA","2020"
28366,"PRTB","FEMININO","BRANCA","2020"
10500,"REPUBLICANOS","FEMININO","PARDA","2020"
14020,"PTB","FEMININO","BRANCA","2020"
14027,"PTB","FEMININO","PRETA","2020"
51063,"PATRIOTA","FEMININO","PARDA","2020"
55969,"PSD","FEMININO","PRETA","2020"
13050,"PT","FEMININO","PARDA","2020"
14501,"PTB","FEMININO","PARDA","2020"
45211,"PSDB","FEMININO","BRANCA","2020"
33200,"PMN","FEMININO","PARDA","2020"
45133,"PSDB","FEMININO","PRETA","2020"
17307,"PSL","FEMININO","PARDA","2020"
22050,"PL","FEMININO","PARDA","2020"
40100,"PSB","FEMININO","PRETA","2020"
25010,"DEM","FEMININO","BRANCA","2020"
55190,"PSD","FEMININO","PRETA","2020"
28730,"PRTB","FEMININO","PARDA","2020"
19062,"PODE","FEMININO","PRETA","2020"
10567,"REPUBLICANOS","FEMININO","BRANCA","2020"
19099,"PODE","FEMININO","PRETA","2020"
19819,"PODE","FEMININO","PRETA","2020"
10002,"REPUBLICANOS","FEMININO","PARDA","2020"
22023,"PL","FEMININO","PRETA","2020"
12004,"PDT","FEMININO","PARDA","2020"
11411,"PP","FEMININO","PRETA","2020"
18130,"REDE","FEMININO","BRANCA","2020"
90123,"PROS","FEMININO","BRANCA","2020"
17123,"PSL","FEMININO","NÃO INFORMADO","2020"
70700,"AVANTE","FEMININO","PARDA","2020"
65621,"PC do B","FEMININO","PRETA","2020"
50505,"PSOL","FEMININO","PRETA","2020"
10678,"REPUBLICANOS","FEMININO","PRETA","2020"
77345,"SOLIDARIEDADE","FEMININO","PRETA","2020"
20144,"PSC","FEMININO","PRETA","2020"
20320,"PSC","FEMININO","PRETA","2020"
12537,"PDT","FEMININO","PRETA","2020"
45065,"PSDB","FEMININO","BRANCA","2020"
15120,"MDB","FEMININO","PRETA","2020"
17289,"PSL","FEMININO","NÃO INFORMADO","2020"
40024,"PSB","FEMININO","PARDA","2020"
18776,"REDE","FEMININO","PRETA","2020"
13765,"PT","FEMININO","PRETA","2020"
25978,"DEM","FEMININO","PARDA","2020"
90001,"PROS","FEMININO","PARDA","2020"
33300,"PMN","FEMININO","PARDA","2020"
51077,"PATRIOTA","FEMININO","PRETA","2020"
51025,"PATRIOTA","FEMININO","BRANCA","2020"
17490,"PSL","FEMININO","NÃO INFORMADO","2020"
50180,"PSOL","FEMININO","PRETA","2020"
43022,"PV","FEMININO","PARDA","2020"
77380,"SOLIDARIEDADE","FEMININO","PARDA","2020"
65500,"PC do B","FEMININO","PRETA","2020"
